Reporting Laboratory,Week,SARS-CoV-2 Tested,SARS-CoV-2 Positive,Flu Tested,A(H1)pdm09 Positive,A(H3) Positive,A(UnS) Positive,Total Flu A Positive,Total Flu B Positive,RSV Tested,RSV Positive,HPIV Tested,HPIV 1 Positive,HPIV 2 Positive,HPIV 3 Positive,HPIV 4 Positive,Other HPIV Positive,ADV Tested,ADV Positive,HMPV Tested,HMPV Positive,EV/RV Tested,EV/RV Positive,HCoV Tested,HCoV Positive
P.H.O.L. - Hamilton, 40,155,30,154,0,0,0,0,0,154,0,117,0,0,0,0,6,117,1,117,1,117,31,117,0
P.H.O.L. - Hamilton, 43,217,111,176,1,0,0,1,1,176,10,128,0,0,0,0,1,128,2,128,1,128,16,128,0
P.H.O.L. - Hamilton, 7,218,42,178,2,4,12,18,2,178,1,148,0,0,0,0,6,148,1,148,2,148,6,148,15
P.H.O.L. - Hamilton, 35,247,73,179,0,0,0,0,0,179,1,103,0,0,0,0,3,103,1,103,0,103,15,103,0
P.H.O.L. - Hamilton, 44,197,59,169,1,0,0,0,0,169,6,131,0,0,0,0,1,131,3,131,1,131,14,131,0
P.H.O.L. - Hamilton, 1,229,89,175,18,6,0,16,1,175,11,132,0,0,0,0,2,132,2,132,1,132,5,132,9
P.H.O.L. - Hamilton, 42,232,87,182,2,0,0,0,0,182,1,147,0,0,0,0,5,147,1,147,4,147,18,147,0
P.H.O.L. - Hamilton, 8,144,22,162,4,0,3,7,4,162,0,129,0,0,0,0,3,129,5,129,6,129,10,129,13
P.H.O.L. - Hamilton, 9,162,9,145,5,3,5,13,3,145,0,131,0,0,0,0,12,131,4,131,6,131,18,131,11
P.H.O.L. - Hamilton, 45,239,79,237,4,0,0,3,0,237,6,207,0,0,0,0,3,207,6,207,1,207,25,207,1
P.H.O.L. - Hamilton, 41,127,39,146,0,0,0,0,0,146,6,119,0,0,0,0,2,119,2,119,0,119,31,119,0
P.H.O.L. - Hamilton, 52,141,50,112,8,8,3,17,0,112,5,94,0,0,0,0,1,94,2,94,3,94,1,94,5
P.H.O.L. - Hamilton, 46,306,136,279,1,0,0,0,0,279,22,195,0,0,0,0,6,195,1,195,0,195,14,195,0
P.H.O.L. - Hamilton, 37,324,66,217,0,1,0,1,0,217,1,148,0,0,0,0,6,148,1,148,4,148,37,148,0
P.H.O.L. - Hamilton, 6,181,29,173,10,3,7,18,5,173,1,144,0,0,0,0,7,144,4,144,4,144,11,144,17
P.H.O.L. - Kingston, 49,225,85,116,2,0,0,2,0,116,17,90,0,0,0,0,1,90,0,90,0,90,4,90,0
P.H.O.L. - Kingston, 35,187,53,60,0,0,0,0,0,60,0,49,0,0,0,0,5,49,0,49,0,49,10,49,0
P.H.O.L. - Kingston, 9,137,5,100,14,0,6,20,0,100,1,70,0,0,0,0,1,70,1,70,2,70,1,70,15
P.H.O.L. - Kingston, 36,248,39,81,0,0,0,0,0,81,0,74,0,0,0,0,1,74,0,74,0,74,26,74,0
P.H.O.L. - Kingston, 4,196,61,154,6,0,7,13,0,154,12,86,0,0,0,0,1,86,0,86,0,86,1,86,1
P.H.O.L. - Kingston, 43,265,109,184,1,0,0,0,0,184,2,129,0,0,0,0,1,129,0,129,0,129,23,129,0
P.H.O.L. - Kingston, 48,239,107,147,1,0,0,1,0,147,24,116,0,0,0,0,2,116,2,116,0,116,16,116,0
P.H.O.L. - Kingston, 47,217,108,153,1,0,0,1,0,153,14,92,0,0,0,0,1,92,1,92,0,92,10,92,0
P.H.O.L. - Kingston, 38,378,119,155,0,0,0,0,0,155,0,112,0,0,0,0,4,112,0,112,0,112,24,112,1
P.H.O.L. - Kingston, 5,139,17,79,3,0,4,7,0,79,4,56,0,0,0,0,0,56,0,56,1,56,2,56,2
P.H.O.L. - Kingston, 39,405,94,145,0,0,0,0,0,145,1,132,0,0,0,0,2,132,0,132,0,132,28,132,0
P.H.O.L. - Kingston, 46,253,106,145,0,0,0,0,0,145,13,132,0,0,0,0,1,132,0,132,0,132,18,132,0
P.H.O.L. - Kingston, 40,292,109,136,0,0,0,0,0,136,0,85,0,0,0,0,3,85,1,85,0,85,18,85,0
P.H.O.L. - Kingston, 41,271,64,148,0,0,0,0,0,148,0,111,0,0,0,0,2,111,0,111,0,111,29,111,0
P.H.O.L. - Kingston, 45,202,76,116,0,0,0,0,0,116,7,92,0,0,0,0,1,92,1,92,0,92,14,92,0
P.H.O.L. - Kingston, 7,188,14,134,13,0,12,25,1,134,2,106,0,0,0,0,0,106,0,106,4,106,4,106,13
P.H.O.L. - Kingston, 6,196,28,126,5,0,3,8,0,126,1,75,0,0,0,0,0,75,0,75,1,75,3,75,4
P.H.O.L. - Kingston, 42,250,72,162,0,0,0,0,0,162,1,122,0,0,0,0,3,122,1,122,0,122,21,122,0
P.H.O.L. - Kingston, 37,214,60,95,0,0,0,0,0,95,0,69,0,0,0,0,2,69,0,69,0,69,16,69,0
P.H.O.L. - Kingston, 8,191,8,98,4,0,15,19,0,98,0,58,0,0,0,0,0,58,0,58,1,58,4,58,11
P.H.O.L. - Kingston, 44,193,83,101,0,0,0,0,0,101,5,72,0,0,0,0,1,72,2,72,0,72,10,72,0
P.H.O.L. - Kingston, 52,276,84,124,16,1,6,23,0,124,11,82,0,0,0,0,1,82,0,82,0,82,10,82,0
P.H.O.L. - Kingston, 3,266,55,166,12,0,17,23,1,166,17,82,0,0,0,0,0,82,0,82,1,82,4,82,0
P.H.O.L. - Kingston, 1,223,56,149,20,1,11,22,1,149,9,106,0,0,0,0,2,106,0,106,0,106,3,106,4
P.H.O.L. - Kingston, 2,217,48,127,15,6,9,24,0,127,4,98,0,0,0,0,2,98,1,98,0,98,2,98,1
P.H.O.L. - Kingston, 50,465,188,292,6,1,1,8,0,292,15,179,0,0,0,0,3,179,0,179,0,179,14,179,0
P.H.O.L. - London, 42,549,165,373,0,2,0,2,0,373,2,276,0,0,0,0,2,276,0,276,0,276,29,276,0
P.H.O.L. - London, 39,621,229,402,0,0,0,0,0,402,4,333,0,0,0,0,5,333,1,333,0,333,65,333,0
P.H.O.L. - London, 45,605,206,382,5,0,0,5,0,382,37,284,0,0,0,0,3,284,2,284,0,284,34,284,0
P.H.O.L. - London, 4,386,69,339,11,4,14,27,2,338,25,286,0,0,0,0,12,286,1,286,4,286,5,286,24
P.H.O.L. - London, 49,586,224,402,34,1,0,21,1,402,41,319,0,0,0,0,9,319,3,319,1,319,17,319,0
P.H.O.L. - London, 48,576,202,448,29,3,7,20,1,447,47,366,0,0,0,0,7,366,3,366,2,366,9,366,2
P.H.O.L. - London, 1,635,195,406,52,20,5,55,1,406,25,320,0,0,0,0,5,320,0,320,5,320,16,320,13
P.H.O.L. - London, 38,545,172,325,0,0,0,0,0,325,1,265,0,0,0,0,12,265,1,265,0,265,68,265,0
P.H.O.L. - London, 6,354,58,318,22,7,17,45,3,318,10,278,0,0,0,0,9,278,1,278,3,278,4,278,40
P.H.O.L. - London, 52,387,127,339,46,28,6,49,1,339,28,270,0,0,0,0,9,270,1,270,1,270,9,270,2
P.H.O.L. - London, 9,493,79,417,21,3,40,62,8,417,3,305,0,0,0,0,10,305,0,305,7,305,10,305,29
P.H.O.L. - London, 40,652,211,445,0,0,0,0,0,445,2,333,0,0,0,0,3,333,1,333,0,333,64,333,0
P.H.O.L. - London, 3,392,81,329,42,8,9,48,2,329,15,283,0,0,0,0,7,283,1,283,7,283,5,283,10
P.H.O.L. - London, 46,523,211,346,7,6,1,5,0,346,18,253,0,0,0,0,3,253,0,253,0,253,24,253,0
P.H.O.L. - London, 36,344,124,243,0,0,0,0,0,243,1,199,0,0,0,0,6,199,1,199,0,199,46,199,0
P.H.O.L. - London, 41,406,125,308,0,0,0,0,0,308,4,262,0,0,0,0,6,262,4,262,0,262,35,262,0
P.H.O.L. - London, 7,406,40,349,6,3,10,19,7,349,8,284,0,0,0,0,7,284,0,284,10,284,21,284,58
P.H.O.L. - London, 37,401,105,283,0,0,0,0,0,283,1,214,0,0,0,0,3,214,2,214,0,214,45,214,0
P.H.O.L. - London, 44,485,192,365,3,1,0,0,0,365,22,293,0,0,0,0,9,293,2,293,0,293,33,293,0
P.H.O.L. - London, 47,683,279,453,13,1,0,8,0,453,55,355,0,0,0,0,8,355,3,355,2,355,21,355,1
P.H.O.L. - London, 35,276,78,169,0,0,0,0,1,169,0,129,0,0,0,0,7,129,0,129,0,129,17,129,0
P.H.O.L. - London, 50,472,164,350,28,6,3,20,0,350,44,276,0,0,0,0,7,276,3,276,2,276,18,276,2
P.H.O.L. - London, 5,393,89,314,15,1,8,24,6,314,16,251,0,0,0,0,16,251,0,251,2,251,4,251,15
P.H.O.L. - London, 8,311,51,292,17,0,6,23,2,292,2,219,0,0,0,0,8,219,0,219,6,219,9,219,21
P.H.O.L. - London, 2,463,125,380,30,18,7,37,4,380,17,319,0,0,0,0,5,319,1,319,2,319,11,319,9
P.H.O.L. - London, 43,619,216,337,0,1,0,1,0,337,10,272,0,0,0,0,7,272,1,272,0,272,35,272,0
P.H.O.L. - Orillia, 4,12,5,30,2,0,2,4,0,30,2,30,0,0,0,0,0,30,0,30,0,30,0,30,2
P.H.O.L. - Orillia, 44,19,4,61,1,0,0,1,0,61,8,61,0,0,0,0,2,61,3,61,0,61,11,61,0
P.H.O.L. - Orillia, 46,17,8,47,0,0,0,0,0,47,5,47,0,0,0,0,0,47,0,47,0,47,4,47,0
P.H.O.L. - Orillia, 41,13,1,38,0,0,0,0,0,38,0,38,0,0,0,0,1,38,1,38,0,38,11,38,0
P.H.O.L. - Orillia, 35,15,2,28,0,0,0,0,0,28,1,27,0,0,0,0,1,27,0,27,0,27,5,27,0
P.H.O.L. - Orillia, 38,20,3,29,1,0,0,1,0,28,1,26,0,0,0,0,1,26,1,26,0,26,5,26,0
P.H.O.L. - Orillia, 40,22,1,45,0,0,0,0,0,45,1,44,0,0,0,0,1,44,1,44,0,44,16,44,0
P.H.O.L. - Orillia, 9,14,1,12,1,0,0,1,0,12,0,10,0,0,0,0,1,10,0,10,0,10,0,10,5
P.H.O.L. - Orillia, 5,8,2,25,2,0,2,4,0,25,1,25,0,0,0,0,0,25,0,25,0,25,1,25,2
P.H.O.L. - Orillia, 37,13,1,25,0,0,0,0,0,25,0,25,0,0,0,0,0,25,1,25,0,25,6,25,0
P.H.O.L. - Orillia, 52,11,4,59,5,0,2,7,0,59,5,56,0,0,0,0,0,56,0,56,0,56,2,56,1
P.H.O.L. - Orillia, 39,12,1,39,1,0,1,2,0,39,0,39,0,0,0,0,0,39,0,39,2,39,7,39,0
P.H.O.L. - Orillia, 6,23,4,38,2,1,1,4,0,38,1,35,0,0,0,0,1,35,0,35,7,35,0,35,0
P.H.O.L. - Orillia, 45,20,15,54,0,0,0,0,0,54,6,54,0,0,0,0,4,54,0,54,0,54,11,54,0
P.H.O.L. - Orillia, 42,23,6,55,0,0,0,0,0,55,2,54,0,0,0,0,3,54,2,54,0,54,18,54,0
P.H.O.L. - Orillia, 2,37,4,63,7,3,1,11,0,63,1,61,0,0,0,0,2,61,0,61,0,61,2,61,1
P.H.O.L. - Orillia, 8,16,1,18,11,0,4,15,0,18,0,11,0,0,0,0,0,11,0,11,1,11,0,11,0
P.H.O.L. - Orillia, 7,23,4,41,3,0,0,3,0,41,1,39,0,0,0,0,0,39,0,39,5,39,1,39,2
P.H.O.L. - Orillia, 3,24,0,58,7,2,0,9,0,58,1,49,0,0,0,0,0,49,0,49,0,49,4,49,1
P.H.O.L. - Orillia, 1,39,9,78,16,1,3,20,0,78,4,78,0,0,0,0,4,78,2,78,1,78,6,78,2
P.H.O.L. - Orillia, 43,25,7,62,0,0,0,0,0,62,5,62,0,0,0,0,1,62,2,62,0,62,13,62,0
P.H.O.L. - Orillia, 36,29,4,42,0,0,0,0,0,42,0,34,0,0,0,0,1,34,0,34,0,34,13,34,0
P.H.O.L. - Orillia, 47,8,2,28,1,0,0,1,0,28,3,28,0,0,0,0,1,28,0,28,1,28,1,28,0
P.H.O.L. - Orillia, 49,41,25,71,1,0,0,1,0,71,8,57,0,0,0,0,1,57,1,57,0,57,3,57,0
P.H.O.L. - Orillia, 50,6,1,51,4,2,0,6,0,49,9,49,0,0,0,0,1,49,1,49,0,49,1,49,0
P.H.O.L. - Orillia, 48,16,8,45,0,0,0,0,0,45,8,42,0,0,0,0,0,42,0,42,0,42,2,42,0
P.H.O.L. - Ottawa, 46,326,130,231,6,1,2,3,0,231,11,146,0,0,0,0,3,146,1,146,4,146,12,146,2
P.H.O.L. - Ottawa, 8,245,31,206,1,0,25,26,1,206,2,138,0,0,0,0,4,138,0,138,3,138,7,138,25
P.H.O.L. - Ottawa, 38,363,142,234,0,0,0,0,0,234,2,128,0,0,0,0,0,128,0,128,0,128,17,128,0
P.H.O.L. - Ottawa, 39,287,125,177,0,0,1,1,0,177,0,114,0,0,0,0,1,114,0,114,0,114,24,114,0
P.H.O.L. - Ottawa, 48,370,178,243,13,1,1,10,0,243,15,152,0,0,0,0,3,152,1,152,2,152,4,152,0
P.H.O.L. - Ottawa, 47,352,165,206,16,4,0,5,0,205,8,125,0,0,0,0,0,125,0,125,0,125,8,125,3
P.H.O.L. - Ottawa, 37,482,162,260,0,0,0,0,0,260,2,96,0,0,0,0,0,96,0,96,0,96,16,96,0
P.H.O.L. - Ottawa, 40,536,171,283,0,0,0,0,0,283,0,172,0,0,0,0,3,172,0,172,0,172,41,172,0
P.H.O.L. - Ottawa, 5,284,81,213,8,0,9,17,3,213,3,107,0,0,0,0,2,107,1,107,4,107,3,107,10
P.H.O.L. - Ottawa, 6,295,97,199,4,2,11,16,1,199,3,115,0,0,0,0,9,115,0,115,2,115,3,115,8
P.H.O.L. - Ottawa, 1,321,112,266,36,1,11,37,0,266,6,202,0,0,0,0,3,202,0,202,4,202,10,202,6
P.H.O.L. - Ottawa, 43,400,171,297,1,0,0,1,0,297,0,185,0,0,0,0,2,185,0,185,0,185,36,185,6
P.H.O.L. - Ottawa, 52,349,177,263,21,0,13,24,0,263,6,136,0,0,0,0,0,136,0,136,2,136,7,136,3
P.H.O.L. - Ottawa, 44,348,119,221,0,0,0,0,0,221,6,132,0,0,0,0,1,132,0,132,0,132,22,132,10
P.H.O.L. - Ottawa, 35,289,115,163,1,0,0,1,0,163,3,104,0,0,0,0,1,104,0,104,0,104,14,104,0
P.H.O.L. - Ottawa, 42,407,145,234,8,0,0,8,0,234,2,149,0,0,0,0,9,149,0,149,1,149,27,149,0
P.H.O.L. - Ottawa, 9,227,59,154,10,0,3,13,2,154,0,113,0,0,0,0,3,113,1,113,5,113,4,113,19
P.H.O.L. - Ottawa, 4,356,128,302,8,1,20,28,1,300,3,154,0,0,0,0,2,154,3,154,3,154,7,154,15
P.H.O.L. - Ottawa, 3,432,201,354,12,5,19,30,0,352,6,192,0,0,0,0,1,192,2,192,2,192,6,192,8
P.H.O.L. - Ottawa, 49,396,144,276,28,1,3,21,1,276,9,153,0,0,0,0,3,153,0,153,3,153,8,153,0
P.H.O.L. - Ottawa, 2,413,120,280,36,11,16,36,1,280,7,181,0,0,0,0,6,181,2,181,3,181,5,181,6
P.H.O.L. - Ottawa, 7,197,35,169,8,0,1,9,4,167,1,107,0,0,0,0,3,107,0,107,3,107,2,107,19
P.H.O.L. - Ottawa, 41,299,93,199,0,0,0,0,0,199,1,154,0,0,0,0,2,154,0,154,0,154,41,154,0
P.H.O.L. - Ottawa, 50,373,144,323,23,10,8,28,1,322,10,184,0,0,0,0,0,184,0,184,3,184,12,184,1
P.H.O.L. - Ottawa, 36,551,213,208,0,0,0,0,0,208,0,124,0,0,0,0,1,124,0,124,0,124,26,124,0
P.H.O.L. - Ottawa, 45,292,110,213,0,0,1,1,0,213,11,128,0,0,0,0,1,128,1,128,3,128,20,128,3
P.H.O.L. - Peterborough, 46,70,27,112,0,0,0,0,0,112,26,95,0,0,0,0,0,95,1,95,0,95,11,95,0
P.H.O.L. - Peterborough, 44,58,33,67,0,0,0,0,0,67,16,54,0,0,0,0,0,54,1,54,0,54,7,54,0
P.H.O.L. - Peterborough, 43,45,12,85,0,0,1,1,0,85,12,84,0,0,0,0,3,84,3,84,0,84,23,84,0
P.H.O.L. - Peterborough, 52,54,12,56,15,13,2,5,1,56,7,54,0,0,0,0,1,54,1,54,1,54,3,54,2
P.H.O.L. - Peterborough, 4,88,16,86,3,8,10,13,0,80,2,47,0,0,0,0,1,47,2,47,1,47,4,47,3
P.H.O.L. - Peterborough, 6,51,11,65,2,0,5,7,0,64,4,49,0,0,0,0,0,49,1,49,3,49,3,49,4
P.H.O.L. - Peterborough, 47,92,36,75,3,0,0,3,0,75,19,75,0,0,0,0,6,75,1,75,0,75,10,75,1
P.H.O.L. - Peterborough, 41,87,25,71,0,0,0,0,0,71,10,60,0,0,0,0,2,60,0,60,0,60,11,60,1
P.H.O.L. - Peterborough, 40,96,30,70,0,0,0,0,0,70,6,63,0,0,0,0,1,63,1,63,0,63,16,63,0
P.H.O.L. - Peterborough, 1,89,25,98,66,62,0,10,2,98,6,84,0,0,0,0,3,84,3,84,3,84,5,84,3
P.H.O.L. - Peterborough, 8,35,3,46,0,0,5,5,1,46,1,31,0,0,0,0,2,31,1,31,2,31,7,31,4
P.H.O.L. - Peterborough, 45,85,54,75,0,0,0,0,0,75,16,65,0,0,0,0,1,65,3,65,1,65,16,65,0
P.H.O.L. - Peterborough, 7,69,10,83,1,1,18,19,1,83,2,47,0,0,0,0,0,47,0,47,1,47,6,47,1
P.H.O.L. - Peterborough, 42,76,23,98,0,0,0,0,0,98,18,77,0,0,0,0,4,77,1,77,0,77,7,77,0
P.H.O.L. - Peterborough, 50,119,65,125,18,9,0,9,1,125,10,91,0,0,0,0,4,91,1,91,1,91,11,91,2
P.H.O.L. - Peterborough, 39,117,44,84,0,0,0,0,1,84,1,74,0,0,0,0,3,74,2,74,1,74,26,74,0
P.H.O.L. - Peterborough, 2,59,14,68,32,39,0,12,0,66,5,58,0,0,0,0,0,58,3,58,0,58,2,58,2
P.H.O.L. - Peterborough, 5,100,9,92,4,0,17,20,1,92,1,52,0,0,0,0,3,52,0,52,2,52,6,52,3
P.H.O.L. - Peterborough, 36,36,2,36,0,0,0,0,0,36,3,32,0,0,0,0,0,32,1,32,0,32,8,32,0
P.H.O.L. - Peterborough, 48,140,51,129,5,3,0,8,0,129,27,93,0,0,0,0,3,93,5,93,2,93,11,93,0
P.H.O.L. - Peterborough, 3,75,9,78,13,35,5,8,0,78,0,61,0,0,0,0,2,61,0,61,6,61,4,61,2
P.H.O.L. - Peterborough, 38,118,57,78,0,0,0,0,0,78,3,69,0,0,0,0,2,69,0,69,0,69,23,69,1
P.H.O.L. - Peterborough, 49,99,32,85,6,4,0,5,1,85,17,59,0,0,0,0,2,59,3,59,0,59,7,59,0
P.H.O.L. - Peterborough, 9,37,2,38,1,2,4,7,1,38,3,29,0,0,0,0,2,29,0,29,0,29,6,29,1
P.H.O.L. - Peterborough, 37,38,8,51,0,0,0,0,0,51,2,48,0,0,0,0,1,48,0,48,0,48,19,48,0
P.H.O.L. - Peterborough, 35,27,5,34,0,0,0,0,0,34,0,31,0,0,0,0,0,31,0,31,0,31,14,31,0
P.H.O.L. - Sault Ste. Marie, 1,45,13,59,14,0,7,17,0,59,7,41,0,0,0,0,0,41,0,41,0,41,1,41,0
P.H.O.L. - Sault Ste. Marie, 2,19,3,38,10,0,1,11,0,38,6,36,0,0,0,0,0,36,0,36,0,36,1,36,0
P.H.O.L. - Sault Ste. Marie, 36,2,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,3,0,3,0
P.H.O.L. - Sault Ste. Marie, 9,7,0,12,0,0,1,1,0,12,1,11,0,0,0,0,0,11,0,11,0,11,0,11,1
P.H.O.L. - Sault Ste. Marie, 7,46,1,49,6,0,4,10,0,49,2,26,0,0,0,0,0,26,0,26,0,26,0,26,14
P.H.O.L. - Sault Ste. Marie, 39,42,32,42,0,0,0,0,0,42,0,11,0,0,0,0,0,11,0,11,0,11,1,11,0
P.H.O.L. - Sault Ste. Marie, 48,5,3,5,0,0,0,0,0,5,0,5,0,0,0,0,0,5,0,5,0,5,1,5,0
P.H.O.L. - Sault Ste. Marie, 52,6,1,13,4,0,0,4,0,13,4,13,0,0,0,0,0,13,0,13,0,13,0,13,0
P.H.O.L. - Sault Ste. Marie, 49,3,2,8,0,0,0,0,0,8,0,8,0,0,0,0,0,8,1,8,0,8,0,8,0
P.H.O.L. - Sault Ste. Marie, 45,22,18,6,0,0,0,0,0,6,0,6,0,0,0,0,0,6,0,6,0,6,1,6,0
P.H.O.L. - Sault Ste. Marie, 46,13,7,10,0,0,0,0,0,10,1,4,0,0,0,0,0,4,0,4,0,4,1,4,0
P.H.O.L. - Sault Ste. Marie, 41,2,2,4,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,4,0,4,1,4,0
P.H.O.L. - Sault Ste. Marie, 37,8,6,9,0,0,0,0,0,9,0,9,0,0,0,0,0,9,0,9,0,9,2,9,0
P.H.O.L. - Sault Ste. Marie, 40,9,3,10,0,0,0,0,0,10,0,7,0,0,0,0,0,7,0,7,0,7,4,7,0
P.H.O.L. - Sault Ste. Marie, 44,28,20,9,0,0,0,0,0,9,0,8,0,0,0,0,0,8,0,8,0,8,1,8,0
P.H.O.L. - Sault Ste. Marie, 50,2,0,9,0,0,0,0,0,9,0,9,0,0,0,0,0,9,0,9,0,9,1,9,0
P.H.O.L. - Sault Ste. Marie, 42,23,22,15,0,0,0,0,0,15,0,9,0,0,0,0,0,9,0,9,0,9,0,9,0
P.H.O.L. - Sault Ste. Marie, 3,15,0,28,3,0,0,3,0,28,7,18,0,0,0,0,1,18,0,18,0,18,0,18,0
P.H.O.L. - Sault Ste. Marie, 43,10,10,5,0,0,0,0,0,5,0,3,0,0,0,0,1,3,0,3,0,3,0,3,0
P.H.O.L. - Sault Ste. Marie, 5,21,7,33,1,3,2,6,0,33,6,25,0,0,0,0,1,25,0,25,0,25,1,25,2
P.H.O.L. - Sault Ste. Marie, 47,13,9,13,0,0,0,0,0,13,0,10,0,0,0,0,0,10,0,10,0,10,0,10,0
P.H.O.L. - Sault Ste. Marie, 35,2,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,3,0,3,0
P.H.O.L. - Sault Ste. Marie, 8,23,0,32,3,0,0,3,0,32,0,17,0,0,0,0,1,17,0,17,0,17,0,17,5
P.H.O.L. - Sault Ste. Marie, 6,9,1,18,2,0,0,2,0,18,2,16,0,0,0,0,0,16,0,16,0,16,1,16,7
P.H.O.L. - Sault Ste. Marie, 38,27,22,29,0,0,0,0,0,29,0,14,0,0,0,0,0,14,0,14,0,14,4,14,0
P.H.O.L. - Sault Ste. Marie, 4,12,4,22,3,0,1,4,0,22,5,14,0,0,0,0,0,14,0,14,0,14,0,14,0
P.H.O.L. - Sudbury, 41,22,12,33,0,0,0,0,0,31,0,16,0,0,0,0,1,16,0,16,0,16,6,16,0
P.H.O.L. - Sudbury, 46,26,14,19,0,0,0,0,0,19,1,19,0,0,0,0,2,19,0,19,0,19,1,19,0
P.H.O.L. - Sudbury, 35,10,2,12,0,0,0,0,0,12,0,11,0,0,0,0,0,11,0,11,0,11,4,11,0
P.H.O.L. - Sudbury, 37,27,16,33,0,0,0,0,0,33,0,21,0,0,0,0,0,22,0,21,0,21,6,21,0
P.H.O.L. - Sudbury, 9,21,0,27,1,0,1,2,0,27,0,17,0,0,0,0,4,17,0,17,0,17,0,17,3
P.H.O.L. - Sudbury, 52,13,4,33,1,0,0,1,0,33,3,28,0,0,0,0,0,28,0,28,0,28,2,28,0
P.H.O.L. - Sudbury, 42,19,5,24,0,0,0,0,0,24,0,23,0,0,0,0,0,23,0,23,0,23,8,23,0
P.H.O.L. - Sudbury, 6,55,12,58,4,1,8,13,0,58,1,28,0,0,0,0,0,28,0,28,0,28,0,28,1
P.H.O.L. - Sudbury, 43,16,13,16,0,0,0,0,0,16,0,15,0,0,0,0,0,15,0,15,0,15,0,15,0
P.H.O.L. - Sudbury, 50,13,1,21,1,0,0,1,0,21,3,15,0,0,0,0,0,15,0,15,0,15,1,15,0
P.H.O.L. - Sudbury, 49,33,16,46,4,0,0,4,0,46,0,21,0,0,0,0,0,21,0,21,0,21,0,21,0
P.H.O.L. - Sudbury, 7,45,18,59,4,0,2,6,0,59,0,27,0,0,0,0,0,27,0,27,0,27,0,27,0
P.H.O.L. - Sudbury, 3,9,0,20,3,0,0,3,0,20,1,20,0,0,0,0,0,20,0,20,0,20,1,20,2
P.H.O.L. - Sudbury, 36,9,1,10,0,0,0,0,0,10,0,9,0,0,0,0,0,9,0,9,0,9,2,9,0
P.H.O.L. - Sudbury, 45,31,18,26,0,0,0,0,0,26,0,23,0,0,0,0,0,23,0,23,0,23,0,23,0
P.H.O.L. - Sudbury, 44,63,39,39,0,0,0,0,0,39,0,14,0,0,0,0,1,14,0,14,0,14,1,14,0
P.H.O.L. - Sudbury, 1,20,1,25,4,0,0,4,0,25,0,23,0,0,0,0,1,23,0,23,0,23,1,23,0
P.H.O.L. - Sudbury, 4,22,1,30,3,0,5,8,0,30,3,20,0,0,0,0,0,20,0,20,0,20,0,20,0
P.H.O.L. - Sudbury, 39,17,4,9,0,0,0,0,0,9,0,9,0,0,0,0,0,9,1,9,0,9,3,9,0
P.H.O.L. - Sudbury, 8,13,3,19,1,0,0,1,1,19,0,13,0,0,0,0,1,13,0,13,0,13,0,13,3
P.H.O.L. - Sudbury, 40,16,3,17,0,0,0,0,0,17,0,12,0,0,0,0,0,12,0,12,0,12,1,12,0
P.H.O.L. - Sudbury, 47,32,27,31,0,0,0,0,0,31,0,11,0,0,0,0,0,11,0,11,0,11,2,11,0
P.H.O.L. - Sudbury, 38,14,3,16,0,0,0,0,0,16,0,16,0,0,0,0,0,16,0,16,0,16,2,16,0
P.H.O.L. - Sudbury, 5,19,1,33,6,0,4,10,0,33,2,29,0,0,0,0,0,29,0,29,1,29,0,29,0
P.H.O.L. - Sudbury, 2,19,1,29,0,0,0,0,0,29,5,25,0,0,0,0,0,25,0,25,0,25,2,25,1
P.H.O.L. - Sudbury, 48,36,20,41,0,0,0,0,0,41,0,23,0,0,0,0,0,23,0,23,0,23,0,23,0
P.H.O.L. - Thunder Bay, 39,80,30,37,0,0,0,0,0,37,0,21,0,0,0,0,0,21,0,21,0,21,4,21,0
P.H.O.L. - Thunder Bay, 48,48,15,23,1,0,0,1,0,23,0,22,0,0,0,0,2,22,1,22,1,22,2,22,0
P.H.O.L. - Thunder Bay, 52,32,3,26,6,0,0,5,0,26,0,19,0,0,0,0,0,19,0,19,1,19,0,19,0
P.H.O.L. - Thunder Bay, 8,34,6,32,2,0,0,2,1,32,4,21,0,0,0,0,1,21,0,21,2,21,0,21,1
P.H.O.L. - Thunder Bay, 43,79,38,46,0,0,0,0,0,46,0,24,0,0,0,0,0,24,0,24,0,24,1,24,0
P.H.O.L. - Thunder Bay, 50,49,9,32,7,0,0,1,0,32,1,22,0,0,0,0,1,22,1,22,0,22,2,22,0
P.H.O.L. - Thunder Bay, 49,55,23,23,5,0,1,6,0,23,2,17,0,0,0,0,2,17,0,17,1,17,0,17,0
P.H.O.L. - Thunder Bay, 7,65,20,43,0,0,0,0,0,43,2,36,0,0,0,0,0,36,0,36,1,36,0,36,2
P.H.O.L. - Thunder Bay, 2,95,22,76,3,0,1,3,0,75,3,44,0,0,0,0,0,44,0,44,0,44,1,44,0
P.H.O.L. - Thunder Bay, 4,51,8,30,0,0,1,1,1,30,2,23,0,0,0,0,0,23,0,23,4,23,0,23,0
P.H.O.L. - Thunder Bay, 5,50,6,44,2,0,0,2,0,43,2,36,0,0,0,0,0,36,0,36,3,36,1,36,0
